Plate, 1
Well, 1
Count, 213
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Diameter (um), Range, frequency
9.527, 0.000 to 19.055, 0
28.582, 19.055 to 38.109, 0
47.636, 38.109 to 57.164, 0
66.691, 57.164 to 76.218, 0
85.746, 76.218 to 95.273, 0
104.800, 95.273 to 114.327, 0
123.855, 114.327 to 133.382, 0
142.909, 133.382 to 152.437, 1
161.964, 152.437 to 171.491, 0
181.018, 171.491 to 190.546, 1
200.073, 190.546 to 209.600, 2
219.128, 209.600 to 228.655, 5
238.182, 228.655 to 247.709, 5
257.237, 247.709 to 266.764, 3
276.291, 266.764 to 285.818, 8
295.346, 285.818 to 304.873, 9
314.400, 304.873 to 323.928, 5
333.455, 323.928 to 342.982, 21
352.509, 342.982 to 362.037, 30
371.564, 362.037 to 381.091, 12
390.619, 381.091 to 400.146, 18
409.673, 400.146 to 419.200, 12
428.728, 419.200 to 438.255, 9
447.782, 438.255 to 457.310, 13
466.837, 457.310 to 476.364, 10
485.891, 476.364 to 495.419, 6
504.946, 495.419 to 514.473, 12
524.001, 514.473 to 533.528, 9
543.055, 533.528 to 552.582, 3
562.110, 552.582 to 571.637, 3
581.164, 571.637 to 590.692, 1
600.219, 590.692 to 609.746, 1
619.273, 609.746 to 628.801, 1
638.328, 628.801 to 647.855, 2
657.383, 647.855 to 666.910, 4
676.437, 666.910 to 685.964, 1
695.492, 685.964 to 705.019, 0
714.546, 705.019 to 724.074, 0
733.601, 724.074 to 743.128, 2
752.655, 743.128 to 762.183, 1
771.710, 762.183 to 781.237, 1
790.765, 781.237 to 800.292, 0
809.819, 800.292 to 819.346, 0
828.874, 819.346 to 838.401, 0
847.928, 838.401 to 857.455, 0
866.983, 857.455 to 876.510, 0
886.037, 876.510 to 895.565, 0
905.092, 895.565 to 914.619, 0
924.146, 914.619 to 933.674, 0
943.201, 933.674 to 952.728, 2


Plate, 1
Well, 2
Count, 183
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Diameter (um), Range, frequency
9.536, 0.000 to 19.073, 0
28.609, 19.073 to 38.146, 0
47.682, 38.146 to 57.218, 0
66.755, 57.218 to 76.291, 0
85.828, 76.291 to 95.364, 0
104.900, 95.364 to 114.437, 0
123.973, 114.437 to 133.510, 0
143.046, 133.510 to 152.582, 1
162.119, 152.582 to 171.655, 1
181.191, 171.655 to 190.728, 0
200.264, 190.728 to 209.801, 2
219.337, 209.801 to 228.873, 12
238.410, 228.873 to 247.946, 4
257.483, 247.946 to 267.019, 7
276.555, 267.019 to 286.092, 8
295.628, 286.092 to 305.165, 5
314.701, 305.165 to 324.237, 8
333.774, 324.237 to 343.310, 16
352.847, 343.310 to 362.383, 25
371.919, 362.383 to 381.456, 16
390.992, 381.456 to 400.529, 9
410.065, 400.529 to 419.601, 4
429.138, 419.601 to 438.674, 9
448.211, 438.674 to 457.747, 9
467.283, 457.747 to 476.820, 4
486.356, 476.820 to 495.892, 8
505.429, 495.892 to 514.965, 4
524.502, 514.965 to 534.038, 1
543.574, 534.038 to 553.111, 5
562.647, 553.111 to 572.184, 8
581.720, 572.184 to 591.256, 1
600.793, 591.256 to 610.329, 1
619.866, 610.329 to 629.402, 1
638.938, 629.402 to 648.475, 1
658.011, 648.475 to 667.548, 2
677.084, 667.548 to 686.620, 2
696.157, 686.620 to 705.693, 4
715.230, 705.693 to 724.766, 0
734.302, 724.766 to 743.839, 1
753.375, 743.839 to 762.912, 1
772.448, 762.912 to 781.984, 0
791.521, 781.984 to 801.057, 1
810.593, 801.057 to 820.130, 0
829.666, 820.130 to 839.203, 1
848.739, 839.203 to 858.275, 0
867.812, 858.275 to 877.348, 0
886.885, 877.348 to 896.421, 0
905.957, 896.421 to 915.494, 0
925.030, 915.494 to 934.567, 0
944.103, 934.567 to 953.639, 1


Plate, 1
Well, 3
Count, 177
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Diameter (um), Range, frequency
7.925, 0.000 to 15.850, 0
23.775, 15.850 to 31.700, 0
39.625, 31.700 to 47.550, 0
55.474, 47.550 to 63.399, 0
71.324, 63.399 to 79.249, 0
87.174, 79.249 to 95.099, 0
103.024, 95.099 to 110.949, 0
118.874, 110.949 to 126.799, 0
134.724, 126.799 to 142.649, 0
150.574, 142.649 to 158.498, 1
166.423, 158.498 to 174.348, 1
182.273, 174.348 to 190.198, 2
198.123, 190.198 to 206.048, 4
213.973, 206.048 to 221.898, 4
229.823, 221.898 to 237.748, 4
245.673, 237.748 to 253.598, 2
261.522, 253.598 to 269.447, 2
277.372, 269.447 to 285.297, 7
293.222, 285.297 to 301.147, 7
309.072, 301.147 to 316.997, 7
324.922, 316.997 to 332.847, 9
340.772, 332.847 to 348.697, 25
356.622, 348.697 to 364.547, 21
372.471, 364.547 to 380.396, 9
388.321, 380.396 to 396.246, 12
404.171, 396.246 to 412.096, 8
420.021, 412.096 to 427.946, 7
435.871, 427.946 to 443.796, 9
451.721, 443.796 to 459.646, 7
467.571, 459.646 to 475.495, 5
483.420, 475.495 to 491.345, 1
499.270, 491.345 to 507.195, 6
515.120, 507.195 to 523.045, 4
530.970, 523.045 to 538.895, 3
546.820, 538.895 to 554.745, 1
562.670, 554.745 to 570.595, 0
578.519, 570.595 to 586.444, 1
594.369, 586.444 to 602.294, 1
610.219, 602.294 to 618.144, 1
626.069, 618.144 to 633.994, 0
641.919, 633.994 to 649.844, 2
657.769, 649.844 to 665.694, 1
673.619, 665.694 to 681.543, 0
689.468, 681.543 to 697.393, 0
705.318, 697.393 to 713.243, 0
721.168, 713.243 to 729.093, 0
737.018, 729.093 to 744.943, 0
752.868, 744.943 to 760.793, 2
768.718, 760.793 to 776.643, 0
784.567, 776.643 to 792.492, 1


Plate, 1
Well, 4
Count, 160
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Diameter (um), Range, frequency
8.610, 0.000 to 17.220, 0
25.829, 17.220 to 34.439, 0
43.049, 34.439 to 51.659, 0
60.269, 51.659 to 68.878, 0
77.488, 68.878 to 86.098, 0
94.708, 86.098 to 103.318, 0
111.928, 103.318 to 120.537, 0
129.147, 120.537 to 137.757, 0
146.367, 137.757 to 154.977, 0
163.586, 154.977 to 172.196, 1
180.806, 172.196 to 189.416, 2
198.026, 189.416 to 206.635, 1
215.245, 206.635 to 223.855, 2
232.465, 223.855 to 241.075, 5
249.685, 241.075 to 258.294, 4
266.904, 258.294 to 275.514, 6
284.124, 275.514 to 292.734, 8
301.343, 292.734 to 309.953, 5
318.563, 309.953 to 327.173, 10
335.783, 327.173 to 344.392, 26
353.002, 344.392 to 361.612, 27
370.222, 361.612 to 378.832, 4
387.442, 378.832 to 396.051, 13
404.661, 396.051 to 413.271, 7
421.881, 413.271 to 430.491, 5
439.100, 430.491 to 447.710, 6
456.320, 447.710 to 464.930, 2
473.540, 464.930 to 482.149, 4
490.759, 482.149 to 499.369, 4
507.979, 499.369 to 516.589, 3
525.198, 516.589 to 533.808, 4
542.418, 533.808 to 551.028, 2
559.638, 551.028 to 568.248, 0
576.857, 568.248 to 585.467, 2
594.077, 585.467 to 602.687, 0
611.297, 602.687 to 619.906, 1
628.516, 619.906 to 637.126, 1
645.736, 637.126 to 654.346, 0
662.955, 654.346 to 671.565, 2
680.175, 671.565 to 688.785, 0
697.395, 688.785 to 706.005, 1
714.614, 706.005 to 723.224, 1
731.834, 723.224 to 740.444, 0
749.054, 740.444 to 757.663, 0
766.273, 757.663 to 774.883, 0
783.493, 774.883 to 792.103, 0
800.712, 792.103 to 809.322, 0
817.932, 809.322 to 826.542, 0
835.152, 826.542 to 843.762, 0
852.371, 843.762 to 860.981, 1


Plate, 1
Well, 5
Count, 142
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Diameter (um), Range, frequency
7.365, 0.000 to 14.729, 0
22.094, 14.729 to 29.459, 0
36.824, 29.459 to 44.188, 0
51.553, 44.188 to 58.918, 0
66.282, 58.918 to 73.647, 0
81.012, 73.647 to 88.377, 0
95.741, 88.377 to 103.106, 0
110.471, 103.106 to 117.836, 0
125.200, 117.836 to 132.565, 0
139.930, 132.565 to 147.294, 0
154.659, 147.294 to 162.024, 1
169.389, 162.024 to 176.753, 1
184.118, 176.753 to 191.483, 2
198.847, 191.483 to 206.212, 1
213.577, 206.212 to 220.942, 3
228.306, 220.942 to 235.671, 3
243.036, 235.671 to 250.401, 1
257.765, 250.401 to 265.130, 4
272.495, 265.130 to 279.859, 3
287.224, 279.859 to 294.589, 7
301.954, 294.589 to 309.318, 7
316.683, 309.318 to 324.048, 8
331.412, 324.048 to 338.777, 13
346.142, 338.777 to 353.507, 25
360.871, 353.507 to 368.236, 10
375.601, 368.236 to 382.965, 9
390.330, 382.965 to 397.695, 14
405.060, 397.695 to 412.424, 6
419.789, 412.424 to 427.154, 4
434.519, 427.154 to 441.883, 3
449.248, 441.883 to 456.613, 4
463.977, 456.613 to 471.342, 0
478.707, 471.342 to 486.072, 2
493.436, 486.072 to 500.801, 2
508.166, 500.801 to 515.530, 1
522.895, 515.530 to 530.260, 0
537.625, 530.260 to 544.989, 1
552.354, 544.989 to 559.719, 1
567.084, 559.719 to 574.448, 0
581.813, 574.448 to 589.178, 1
596.542, 589.178 to 603.907, 0
611.272, 603.907 to 618.637, 1
626.001, 618.637 to 633.366, 0
640.731, 633.366 to 648.095, 0
655.460, 648.095 to 662.825, 1
670.190, 662.825 to 677.554, 0
684.919, 677.554 to 692.284, 1
699.649, 692.284 to 707.013, 0
714.378, 707.013 to 721.743, 0
729.107, 721.743 to 736.472, 2


Plate, 1
Well, 6
Count, 99
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Diameter (um), Range, frequency
9.271, 0.000 to 18.541, 0
27.812, 18.541 to 37.083, 0
46.354, 37.083 to 55.624, 0
64.895, 55.624 to 74.166, 0
83.437, 74.166 to 92.707, 0
101.978, 92.707 to 111.249, 0
120.520, 111.249 to 129.790, 0
139.061, 129.790 to 148.332, 0
157.602, 148.332 to 166.873, 4
176.144, 166.873 to 185.415, 1
194.685, 185.415 to 203.956, 3
213.227, 203.956 to 222.498, 4
231.768, 222.498 to 241.039, 5
250.310, 241.039 to 259.580, 2
268.851, 259.580 to 278.122, 6
287.393, 278.122 to 296.663, 7
305.934, 296.663 to 315.205, 11
324.476, 315.205 to 333.746, 10
343.017, 333.746 to 352.288, 12
361.559, 352.288 to 370.829, 6
380.100, 370.829 to 389.371, 4
398.641, 389.371 to 407.912, 3
417.183, 407.912 to 426.454, 4
435.724, 426.454 to 444.995, 2
454.266, 444.995 to 463.537, 5
472.807, 463.537 to 482.078, 1
491.349, 482.078 to 500.619, 2
509.890, 500.619 to 519.161, 1
528.432, 519.161 to 537.702, 4
546.973, 537.702 to 556.244, 0
565.515, 556.244 to 574.785, 0
584.056, 574.785 to 593.327, 0
602.598, 593.327 to 611.868, 0
621.139, 611.868 to 630.410, 0
639.680, 630.410 to 648.951, 0
658.222, 648.951 to 667.493, 0
676.763, 667.493 to 686.034, 0
695.305, 686.034 to 704.576, 0
713.846, 704.576 to 723.117, 0
732.388, 723.117 to 741.658, 0
750.929, 741.658 to 760.200, 0
769.471, 760.200 to 778.741, 1
788.012, 778.741 to 797.283, 0
806.554, 797.283 to 815.824, 0
825.095, 815.824 to 834.366, 0
843.637, 834.366 to 852.907, 0
862.178, 852.907 to 871.449, 0
880.719, 871.449 to 889.990, 0
899.261, 889.990 to 908.532, 0
917.802, 908.532 to 927.073, 1




ADDITIONAL INFO
Read-date:	07-02-2020
Read-time:	19:42:49
Plate type:	6-Well
Resolution settings:	300 dpi
Mask Settings File:	Tao_PEO1.mask
Image file: C:\Users\Public\Documents\GelCount\Data\Data_07-02-20_19-21\Plate1\Plate1.ics


