Plate, 4
Well, 1
Count, 138
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Density (OD), Range, frequency
0.003, 0.000 to 0.006, 0
0.009, 0.006 to 0.012, 0
0.015, 0.012 to 0.017, 0
0.020, 0.017 to 0.023, 0
0.026, 0.023 to 0.029, 0
0.032, 0.029 to 0.035, 0
0.038, 0.035 to 0.041, 0
0.044, 0.041 to 0.047, 0
0.050, 0.047 to 0.052, 0
0.055, 0.052 to 0.058, 0
0.061, 0.058 to 0.064, 0
0.067, 0.064 to 0.070, 0
0.073, 0.070 to 0.076, 0
0.079, 0.076 to 0.082, 0
0.085, 0.082 to 0.087, 5
0.090, 0.087 to 0.093, 15
0.096, 0.093 to 0.099, 21
0.102, 0.099 to 0.105, 17
0.108, 0.105 to 0.111, 12
0.114, 0.111 to 0.117, 10
0.119, 0.117 to 0.122, 8
0.125, 0.122 to 0.128, 8
0.131, 0.128 to 0.134, 11
0.137, 0.134 to 0.140, 5
0.143, 0.140 to 0.146, 2
0.149, 0.146 to 0.152, 3
0.154, 0.152 to 0.157, 3
0.160, 0.157 to 0.163, 3
0.166, 0.163 to 0.169, 1
0.172, 0.169 to 0.175, 4
0.178, 0.175 to 0.181, 0
0.184, 0.181 to 0.187, 0
0.189, 0.187 to 0.192, 2
0.195, 0.192 to 0.198, 3
0.201, 0.198 to 0.204, 1
0.207, 0.204 to 0.210, 0
0.213, 0.210 to 0.216, 0
0.219, 0.216 to 0.221, 0
0.224, 0.221 to 0.227, 0
0.230, 0.227 to 0.233, 1
0.236, 0.233 to 0.239, 0
0.242, 0.239 to 0.245, 1
0.248, 0.245 to 0.251, 0
0.254, 0.251 to 0.256, 0
0.259, 0.256 to 0.262, 0
0.265, 0.262 to 0.268, 0
0.271, 0.268 to 0.274, 1
0.277, 0.274 to 0.280, 0
0.283, 0.280 to 0.286, 0
0.289, 0.286 to 0.291, 1


Plate, 4
Well, 2
Count, 128
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Density (OD), Range, frequency
0.003, 0.000 to 0.005, 0
0.008, 0.005 to 0.010, 0
0.013, 0.010 to 0.015, 0
0.018, 0.015 to 0.020, 0
0.023, 0.020 to 0.025, 0
0.028, 0.025 to 0.030, 0
0.033, 0.030 to 0.035, 0
0.038, 0.035 to 0.040, 0
0.043, 0.040 to 0.045, 0
0.048, 0.045 to 0.050, 0
0.053, 0.050 to 0.055, 0
0.058, 0.055 to 0.060, 0
0.063, 0.060 to 0.065, 0
0.068, 0.065 to 0.070, 0
0.073, 0.070 to 0.075, 0
0.078, 0.075 to 0.081, 0
0.083, 0.081 to 0.086, 0
0.088, 0.086 to 0.091, 0
0.093, 0.091 to 0.096, 0
0.098, 0.096 to 0.101, 1
0.103, 0.101 to 0.106, 13
0.108, 0.106 to 0.111, 12
0.113, 0.111 to 0.116, 12
0.118, 0.116 to 0.121, 17
0.123, 0.121 to 0.126, 11
0.128, 0.126 to 0.131, 11
0.133, 0.131 to 0.136, 7
0.138, 0.136 to 0.141, 9
0.143, 0.141 to 0.146, 7
0.148, 0.146 to 0.151, 6
0.154, 0.151 to 0.156, 6
0.159, 0.156 to 0.161, 2
0.164, 0.161 to 0.166, 2
0.169, 0.166 to 0.171, 1
0.174, 0.171 to 0.176, 2
0.179, 0.176 to 0.181, 3
0.184, 0.181 to 0.186, 2
0.189, 0.186 to 0.191, 1
0.194, 0.191 to 0.196, 0
0.199, 0.196 to 0.201, 1
0.204, 0.201 to 0.206, 0
0.209, 0.206 to 0.211, 0
0.214, 0.211 to 0.216, 1
0.219, 0.216 to 0.221, 0
0.224, 0.221 to 0.226, 0
0.229, 0.226 to 0.232, 0
0.234, 0.232 to 0.237, 0
0.239, 0.237 to 0.242, 0
0.244, 0.242 to 0.247, 0
0.249, 0.247 to 0.252, 1


Plate, 4
Well, 3
Count, 64
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Density (OD), Range, frequency
0.002, 0.000 to 0.004, 0
0.007, 0.004 to 0.009, 0
0.011, 0.009 to 0.013, 0
0.015, 0.013 to 0.017, 0
0.020, 0.017 to 0.022, 0
0.024, 0.022 to 0.026, 0
0.028, 0.026 to 0.031, 0
0.033, 0.031 to 0.035, 0
0.037, 0.035 to 0.039, 0
0.041, 0.039 to 0.044, 0
0.046, 0.044 to 0.048, 0
0.050, 0.048 to 0.052, 0
0.055, 0.052 to 0.057, 0
0.059, 0.057 to 0.061, 0
0.063, 0.061 to 0.065, 0
0.068, 0.065 to 0.070, 0
0.072, 0.070 to 0.074, 0
0.076, 0.074 to 0.079, 0
0.081, 0.079 to 0.083, 0
0.085, 0.083 to 0.087, 0
0.089, 0.087 to 0.092, 0
0.094, 0.092 to 0.096, 0
0.098, 0.096 to 0.100, 0
0.103, 0.100 to 0.105, 0
0.107, 0.105 to 0.109, 1
0.111, 0.109 to 0.113, 4
0.116, 0.113 to 0.118, 10
0.120, 0.118 to 0.122, 15
0.124, 0.122 to 0.127, 12
0.129, 0.127 to 0.131, 4
0.133, 0.131 to 0.135, 1
0.138, 0.135 to 0.140, 2
0.142, 0.140 to 0.144, 2
0.146, 0.144 to 0.148, 2
0.151, 0.148 to 0.153, 3
0.155, 0.153 to 0.157, 2
0.159, 0.157 to 0.162, 1
0.164, 0.162 to 0.166, 1
0.168, 0.166 to 0.170, 1
0.172, 0.170 to 0.175, 2
0.177, 0.175 to 0.179, 0
0.181, 0.179 to 0.183, 0
0.186, 0.183 to 0.188, 0
0.190, 0.188 to 0.192, 0
0.194, 0.192 to 0.196, 0
0.199, 0.196 to 0.201, 0
0.203, 0.201 to 0.205, 0
0.207, 0.205 to 0.210, 0
0.212, 0.210 to 0.214, 0
0.216, 0.214 to 0.218, 1


Plate, 4
Well, 4
Count, 32
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Density (OD), Range, frequency
0.002, 0.000 to 0.004, 0
0.005, 0.004 to 0.007, 0
0.009, 0.007 to 0.011, 0
0.013, 0.011 to 0.014, 0
0.016, 0.014 to 0.018, 0
0.020, 0.018 to 0.022, 0
0.023, 0.022 to 0.025, 0
0.027, 0.025 to 0.029, 0
0.031, 0.029 to 0.032, 0
0.034, 0.032 to 0.036, 0
0.038, 0.036 to 0.040, 0
0.041, 0.040 to 0.043, 0
0.045, 0.043 to 0.047, 0
0.049, 0.047 to 0.050, 0
0.052, 0.050 to 0.054, 0
0.056, 0.054 to 0.058, 0
0.059, 0.058 to 0.061, 0
0.063, 0.061 to 0.065, 0
0.067, 0.065 to 0.068, 0
0.070, 0.068 to 0.072, 0
0.074, 0.072 to 0.076, 0
0.077, 0.076 to 0.079, 0
0.081, 0.079 to 0.083, 0
0.085, 0.083 to 0.086, 0
0.088, 0.086 to 0.090, 1
0.092, 0.090 to 0.094, 3
0.095, 0.094 to 0.097, 4
0.099, 0.097 to 0.101, 6
0.103, 0.101 to 0.104, 4
0.106, 0.104 to 0.108, 3
0.110, 0.108 to 0.112, 2
0.113, 0.112 to 0.115, 1
0.117, 0.115 to 0.119, 1
0.121, 0.119 to 0.122, 1
0.124, 0.122 to 0.126, 0
0.128, 0.126 to 0.130, 1
0.131, 0.130 to 0.133, 0
0.135, 0.133 to 0.137, 0
0.139, 0.137 to 0.140, 0
0.142, 0.140 to 0.144, 1
0.146, 0.144 to 0.148, 0
0.149, 0.148 to 0.151, 0
0.153, 0.151 to 0.155, 0
0.157, 0.155 to 0.158, 0
0.160, 0.158 to 0.162, 1
0.164, 0.162 to 0.166, 2
0.167, 0.166 to 0.169, 0
0.171, 0.169 to 0.173, 0
0.175, 0.173 to 0.176, 0
0.178, 0.176 to 0.180, 1


Plate, 4
Well, 5
Count, 24
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Density (OD), Range, frequency
0.002, 0.000 to 0.003, 0
0.005, 0.003 to 0.007, 0
0.008, 0.007 to 0.010, 0
0.012, 0.010 to 0.013, 0
0.015, 0.013 to 0.016, 0
0.018, 0.016 to 0.020, 0
0.021, 0.020 to 0.023, 0
0.025, 0.023 to 0.026, 0
0.028, 0.026 to 0.030, 0
0.031, 0.030 to 0.033, 0
0.035, 0.033 to 0.036, 0
0.038, 0.036 to 0.039, 0
0.041, 0.039 to 0.043, 0
0.044, 0.043 to 0.046, 0
0.048, 0.046 to 0.049, 0
0.051, 0.049 to 0.053, 0
0.054, 0.053 to 0.056, 0
0.058, 0.056 to 0.059, 0
0.061, 0.059 to 0.062, 0
0.064, 0.062 to 0.066, 0
0.067, 0.066 to 0.069, 0
0.071, 0.069 to 0.072, 0
0.074, 0.072 to 0.076, 0
0.077, 0.076 to 0.079, 0
0.081, 0.079 to 0.082, 0
0.084, 0.082 to 0.085, 0
0.087, 0.085 to 0.089, 0
0.090, 0.089 to 0.092, 0
0.094, 0.092 to 0.095, 0
0.097, 0.095 to 0.099, 0
0.100, 0.099 to 0.102, 1
0.104, 0.102 to 0.105, 2
0.107, 0.105 to 0.108, 2
0.110, 0.108 to 0.112, 0
0.113, 0.112 to 0.115, 4
0.117, 0.115 to 0.118, 5
0.120, 0.118 to 0.122, 1
