Plate, 1
Well, 1
Count, 201
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Diameter (um), Range, frequency
9.794, 0.000 to 19.589, 0
29.383, 19.589 to 39.177, 0
48.971, 39.177 to 58.766, 0
68.560, 58.766 to 78.354, 0
88.149, 78.354 to 97.943, 0
107.737, 97.943 to 117.532, 0
127.326, 117.532 to 137.120, 0
146.914, 137.120 to 156.709, 0
166.503, 156.709 to 176.297, 2
186.092, 176.297 to 195.886, 1
205.680, 195.886 to 215.474, 2
225.269, 215.474 to 235.063, 2
244.857, 235.063 to 254.652, 3
264.446, 254.652 to 274.240, 2
284.035, 274.240 to 293.829, 3
303.623, 293.829 to 313.417, 8
323.212, 313.417 to 333.006, 13
342.800, 333.006 to 352.595, 32
362.389, 352.595 to 372.183, 17
381.978, 372.183 to 391.772, 13
401.566, 391.772 to 411.360, 6
421.155, 411.360 to 430.949, 10
440.743, 430.949 to 450.538, 16
460.332, 450.538 to 470.126, 8
479.920, 470.126 to 489.715, 11
499.509, 489.715 to 509.303, 8
519.098, 509.303 to 528.892, 14
538.686, 528.892 to 548.481, 3
558.275, 548.481 to 568.069, 4
577.863, 568.069 to 587.658, 1
597.452, 587.658 to 607.246, 1
617.041, 607.246 to 626.835, 2
636.629, 626.835 to 646.423, 0
656.218, 646.423 to 666.012, 1
675.806, 666.012 to 685.601, 2
695.395, 685.601 to 705.189, 3
714.984, 705.189 to 724.778, 1
734.572, 724.778 to 744.366, 0
754.161, 744.366 to 763.955, 2
773.749, 763.955 to 783.544, 1
793.338, 783.544 to 803.132, 1
812.927, 803.132 to 822.721, 3
832.515, 822.721 to 842.309, 1
852.104, 842.309 to 861.898, 0
871.692, 861.898 to 881.487, 0
891.281, 881.487 to 901.075, 2
910.869, 901.075 to 920.664, 1
930.458, 920.664 to 940.252, 0
950.047, 940.252 to 959.841, 0
969.635, 959.841 to 979.430, 1


Plate, 1
Well, 2
Count, 111
CHARM Settings 1:		unsaved settings

Type 1 Histograms
