Plate, 1
Well, 1
Count, 249
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Density (OD), Range, frequency
0.005, 0.000 to 0.009, 0
0.014, 0.009 to 0.019, 0
0.023, 0.019 to 0.028, 0
0.032, 0.028 to 0.037, 0
0.042, 0.037 to 0.046, 0
0.051, 0.046 to 0.056, 0
0.060, 0.056 to 0.065, 0
0.069, 0.065 to 0.074, 0
0.079, 0.074 to 0.083, 0
0.088, 0.083 to 0.093, 0
0.097, 0.093 to 0.102, 0
0.106, 0.102 to 0.111, 0
0.116, 0.111 to 0.120, 4
0.125, 0.120 to 0.130, 4
0.134, 0.130 to 0.139, 8
0.143, 0.139 to 0.148, 19
0.153, 0.148 to 0.157, 17
0.162, 0.157 to 0.167, 32
0.171, 0.167 to 0.176, 16
0.180, 0.176 to 0.185, 16
0.190, 0.185 to 0.194, 19
0.199, 0.194 to 0.204, 15
0.208, 0.204 to 0.213, 10
0.217, 0.213 to 0.222, 8
0.227, 0.222 to 0.231, 10
0.236, 0.231 to 0.241, 11
0.245, 0.241 to 0.250, 8
0.254, 0.250 to 0.259, 11
0.264, 0.259 to 0.268, 1
0.273, 0.268 to 0.278, 6
0.282, 0.278 to 0.287, 3
0.291, 0.287 to 0.296, 6
0.301, 0.296 to 0.305, 4
0.310, 0.305 to 0.315, 2
0.319, 0.315 to 0.324, 5
0.328, 0.324 to 0.333, 3
0.338, 0.333 to 0.342, 4
0.347, 0.342 to 0.352, 1
0.356, 0.352 to 0.361, 1
0.365, 0.361 to 0.370, 1
0.375, 0.370 to 0.379, 1
0.384, 0.379 to 0.389, 0
0.393, 0.389 to 0.398, 0
0.402, 0.398 to 0.407, 1
0.412, 0.407 to 0.416, 0
0.421, 0.416 to 0.426, 1
0.430, 0.426 to 0.435, 0
0.439, 0.435 to 0.444, 0
0.449, 0.444 to 0.453, 0
0.458, 0.453 to 0.463, 1


Plate, 1
Well, 2
Count, 196
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Density (OD), Range, frequency
0.004, 0.000 to 0.008, 0
0.013, 0.008 to 0.017, 0
0.021, 0.017 to 0.025, 0
0.029, 0.025 to 0.033, 0
0.038, 0.033 to 0.042, 0
0.046, 0.042 to 0.050, 0
0.054, 0.050 to 0.058, 0
0.063, 0.058 to 0.067, 0
0.071, 0.067 to 0.075, 0
0.079, 0.075 to 0.083, 0
0.088, 0.083 to 0.092, 0
0.096, 0.092 to 0.100, 0
