Plate, 3
Well, 1
Count, 251
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Volume 2 (4/3PIr^3), Range, frequency
107945550.980, 100749180.914 to 115141921.045, 6
122338291.110, 115141921.045 to 129534661.176, 4
136731031.241, 129534661.176 to 143927401.306, 2
151123771.371, 143927401.306 to 158320141.437, 2
165516511.502, 158320141.437 to 172712881.567, 3
179909251.633, 172712881.567 to 187105621.698, 2
194301991.763, 187105621.698 to 201498361.829, 2
208694731.894, 201498361.829 to 215891101.959, 1
223087472.025, 215891101.959 to 230283842.090, 1
237480212.155, 230283842.090 to 244676582.220, 1
251872952.286, 244676582.220 to 259069322.351, 1
266265692.416, 259069322.351 to 273462062.482, 0
280658432.547, 273462062.482 to 287854802.612, 4
295051172.678, 287854802.612 to 302247542.743, 0
309443912.808, 302247542.743 to 316640282.874, 0
323836652.939, 316640282.874 to 331033023.004, 0
338229393.069, 331033023.004 to 345425763.135, 0
352622133.200, 345425763.135 to 359818503.265, 0
367014873.331, 359818503.265 to 374211243.396, 1
381407613.461, 374211243.396 to 388603983.527, 0
395800353.592, 388603983.527 to 402996723.657, 0
410193093.723, 402996723.657 to 417389463.788, 0
424585833.853, 417389463.788 to 431782203.918, 0
438978573.984, 431782203.918 to 446174944.049, 0
453371314.114, 446174944.049 to 460567684.180, 0
467764054.245, 460567684.180 to 474960424.310, 0
482156794.376, 474960424.310 to 489353164.441, 0
496549534.506, 489353164.441 to 503745904.572, 0
510942274.637, 503745904.572 to 518138644.702, 0
525335014.767, 518138644.702 to 532531384.833, 0
539727754.898, 532531384.833 to 546924124.963, 0
554120495.029, 546924124.963 to 561316865.094, 1
568513235.159, 561316865.094 to 575709605.225, 0
582905975.290, 575709605.225 to 590102345.355, 0
597298715.421, 590102345.355 to 604495085.486, 0
611691455.551, 604495085.486 to 618887825.616, 0
626084195.682, 618887825.616 to 633280565.747, 0
640476935.812, 633280565.747 to 647673305.878, 0
654869675.943, 647673305.878 to 662066046.008, 0
669262416.074, 662066046.008 to 676458786.139, 0
683655156.204, 676458786.139 to 690851526.270, 0
698047896.335, 690851526.270 to 705244266.400, 0
712440636.465, 705244266.400 to 719637006.531, 1


Plate, 3
Well, 4
Count, 243
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Volume 2 (4/3PIr^3), Range, frequency
4622327.722, 0.000 to 9244655.443, 28
13866983.165, 9244655.443 to 18489310.887, 21
23111638.608, 18489310.887 to 27733966.330, 24
32356294.051, 27733966.330 to 36978621.773, 27
41600949.495, 36978621.773 to 46223277.216, 24
50845604.938, 46223277.216 to 55467932.660, 19
60090260.381, 55467932.660 to 64712588.103, 14
69334915.824, 64712588.103 to 73957243.546, 19
78579571.268, 73957243.546 to 83201898.989, 15
87824226.711, 83201898.989 to 92446554.433, 8
97068882.154, 92446554.433 to 101691209.876, 4
106313537.598, 101691209.876 to 110935865.319, 6
115558193.041, 110935865.319 to 120180520.762, 4
124802848.484, 120180520.762 to 129425176.206, 1
134047503.927, 129425176.206 to 138669831.649, 5
143292159.371, 138669831.649 to 147914487.092, 1
152536814.814, 147914487.092 to 157159142.536, 4
161781470.257, 157159142.536 to 166403797.979, 4
171026125.700, 166403797.979 to 175648453.422, 1
180270781.144, 175648453.422 to 184893108.865, 4
189515436.587, 184893108.865 to 194137764.309, 1
198760092.030, 194137764.309 to 203382419.752, 1
208004747.473, 203382419.752 to 212627075.195, 1
