,Plate,Experiment Title,Treatment,Well,Label,Cells Plated,Mask Area (mm^2),Mask Area Total Density (OD),Count,Diameter Average (um),Diameter StdDev,Area Average (um^2),Area StdDev,Area Total (um^2),Density Average (OD),Density StdDev,Density Total (OD),Volume Average (OD*um^2),Volume StdDev,Volume Total (OD*um^2),Volume 2 Average (4/3PIr^3),Volume 2 StdDev,Volume 2  Total (4/3PIr^3),Nearest Neighbour Average (um),Nearest Neighbour StdDev,Read-date,Read-time,Plate Type,Resolution Setting,CHARM Settings File,Mask Settings File,Image File,Drug,Cell_line,Experimenter,PE,SF
0,1,PEO4 TX,0.0,1,A01,1500,914.3761663638393,17951.329930398657,241,477.0811462402344,171.4935302734375,201860.234375,154846.96875,48648317.88667486,0.2306790053844452,0.060781460255384445,55.593639725637566,48810.33203125,43627.0546875,11763290.323195703,81375808,104971704,19611569892.0239,1046.734619140625,498.02447509765625,2020-08-02,21:05:43,6-Well,300,unsaved settings,Tao_PEO1.mask,C:\Users\Public\Documents\GelCount\Data\Data_08-02-20_20-45\Plate1\Plate1.ics,Rucaparib,PEO4,TX,0.15266666666666667,1.0524017467248907
1,1,PEO4 TX,0.0078125,2,A02,1500,914.3761663638393,15775.53446168637,205,430.9820861816406,137.06793212890625,160639.984375,109927.9296875,32931197.52447241,0.20268122851848602,0.05234694108366966,41.549651940901164,33187.34765625,25793.814453125,6803406.295610815,55871840,67000212,11453726897.527218,1108.477294921875,558.7610473632812,2020-08-02,21:05:43,6-Well,300,unsaved settings,Tao_PEO1.mask,C:\Users\Public\Documents\GelCount\Data\Data_08-02-20_20-45\Plate1\Plate1.ics,Rucaparib,PEO4,TX,0.15266666666666667,0.8951965065502183
2,1,PEO4 TX,0.015625,3,A03,1500,914.3761663638393,13415.793091833373,171,448.67047119140625,132.8020477294922,171956.296875,99667.15625,29404527.823732156,0.1736508458852768,0.04384400323033333,29.694294840808524,30454.564453125,22526.904296875,5207730.680560898,60097696,52787712,10276706305.172857,1104.177490234375,658.6746215820312,2020-08-02,21:05:43,6-Well,300,unsaved settings,Tao_PEO1.mask,C:\Users\Public\Documents\GelCount\Data\Data_08-02-20_20-45\Plate1\Plate1.ics,Rucaparib,PEO4,TX,0.15266666666666667,0.7467248908296943
3,1,PEO4 TX,0.03125,4,B01,1500,914.3761663638393,17735.76351145812,163,410.3782043457031,127.89192199707031,145115.359375,91933.140625,23653802.402549304,0.2186436802148819,0.05215569585561752,35.63892101720348,32996.328125,26953.703125,5378401.454236439,47377188,47445656,7722481481.461793,1174.83203125,736.87158203125,2020-08-02,21:05:43,6-Well,300,unsaved settings,Tao_PEO1.mask,C:\Users\Public\Documents\GelCount\Data\Data_08-02-20_20-45\Plate1\Plate1.ics,Rucaparib,PEO4,TX,0.15266666666666667,0.7117903930131004
4,1,PEO4 TX,0.0625,5,B02,1500,914.3761663638393,15939.902460257803,130,431.6873474121094,135.38888549804688,160758.53125,104583.8359375,20898608.799062356,0.19929955899715424,0.04892420023679733,25.908943083874462,33999.94140625,30505.19140625,4419992.370612372,55493628,58108464,7214171457.939857,1253.16455078125,782.5405883789062,2020-08-02,21:05:43,6-Well,300,unsaved settings,Tao_PEO1.mask,C:\Users\Public\Documents\GelCount\Data\Data_08-02-20_20-45\Plate1\Plate1.ics,Rucaparib,PEO4,TX,0.15266666666666667,0.5676855895196506
5,1,PEO4 TX,0.125,6,B03,1500,914.3761663638393,13470.28907944921,132,410.2171325683594,130.12660217285156,145464.390625,91927.0859375,19201300.570383787,0.16968822479248047,0.038621749728918076,22.398846576603518,24530.478515625,15917.59765625,3238023.2007667013,47607728,46155580,6284220241.522835,1292.216796875,714.7369995117188,2020-08-02,21:05:43,6-Well,300,unsaved settings,Tao_PEO1.mask,C:\Users\Public\Documents\GelCount\Data\Data_08-02-20_20-45\Plate1\Plate1.ics,Rucaparib,PEO4,TX,0.15266666666666667,0.5764192139737991
6,2,PEO4 TX,0.25,1,A01,1500,914.3761663638393,15877.925943927487,126,401.48309326171875,121.35301208496094,138163.484375,85643.7890625,17408599.866240602,0.19997280836105347,0.0404009148478508,25.196574785966344,28178.720703125,21027.5,3550518.839834222,43762088,43312604,5514023144.198988,1319.2034912109375,726.4422607421875,2020-08-02,21:05:43,6-Well,300,unsaved settings,Tao_PEO1.mask,C:\Users\Public\Documents\GelCount\Data\Data_08-02-20_20-45\Plate2\Plate2.ics,Rucaparib,PEO4,TX,0.15266666666666667,0.5502183406113537
7,2,PEO4 TX,0.5,2,A02,1500,914.3761663638393,16708.710214061895,116,407.5774230957031,127.11448669433594,143160.375,88727.046875,16606604.386391645,0.1932269036769867,0.05285516381263733,22.414320833418707,29202.482421875,25433.83203125,3387487.987069722,46274968,44224712,5367896487.247969,1263.3128662109375,769.349853515625,2020-08-02,21:05:43,6-Well,300,unsaved settings,Tao_PEO1.mask,C:\Users\Public\Documents\GelCount\Data\Data_08-02-20_20-45\Plate2\Plate2.ics,Rucaparib,PEO4,TX,0.15266666666666667,0.5065502183406113
8,2,PEO4 TX,1.0,3,A03,1500,914.3761663638393,16824.016765357606,83,380.9747314453125,112.3375473022461,123905.5703125,68145.2734375,10284162.387863597,0.18529218435287476,0.040039289742708206,15.379251628786005,23477.517578125,15124.322265625,1948633.9982889567,36515216,28537320,3030762812.1257467,1705.2989501953125,1000.1129760742188,2020-08-02,21:05:43,6-Well,300,unsaved settings,Tao_PEO1.mask,C:\Users\Public\Documents\GelCount\Data\Data_08-02-20_20-45\Plate2\Plate2.ics,Rucaparib,PEO4,TX,0.15266666666666667,0.3624454148471616
9,2,PEO4 TX,2.0,4,B01,1500,914.3761663638393,15570.643679756791,39,306.5769958496094,95.9961929321289,81056.796875,53531.1875,3161215.215248872,0.17261779308319092,0.03379616513848305,6.732093727834022,14749.640625,12083.1572265625,575235.9742888903,19955824,20526084,778277110.5718178,2019.4503173828125,1122.2169189453125,2020-08-02,21:05:43,6-Well,300,unsaved settings,Tao_PEO1.mask,C:\Users\Public\Documents\GelCount\Data\Data_08-02-20_20-45\Plate2\Plate2.ics,Rucaparib,PEO4,TX,0.15266666666666667,0.1703056768558952
