Plate, 1
Well, 1
Count, 209
CHARM Settings 1:		UWB1&UWB1BRCA1_300charm.charm

Type 1 Histograms
Density (OD), Range, frequency
0.003, 0.000 to 0.006, 0
0.009, 0.006 to 0.012, 0
0.015, 0.012 to 0.018, 0
0.021, 0.018 to 0.024, 0
0.027, 0.024 to 0.030, 0
0.033, 0.030 to 0.037, 0
0.040, 0.037 to 0.043, 0
0.046, 0.043 to 0.049, 0
0.052, 0.049 to 0.055, 0
0.058, 0.055 to 0.061, 0
0.064, 0.061 to 0.067, 0
0.070, 0.067 to 0.073, 0
0.076, 0.073 to 0.079, 0
0.082, 0.079 to 0.085, 0
0.088, 0.085 to 0.091, 0
0.094, 0.091 to 0.097, 0
0.100, 0.097 to 0.104, 0
0.107, 0.104 to 0.110, 0
0.113, 0.110 to 0.116, 1
0.119, 0.116 to 0.122, 1
0.125, 0.122 to 0.128, 4
0.131, 0.128 to 0.134, 3
0.137, 0.134 to 0.140, 16
0.143, 0.140 to 0.146, 11
0.149, 0.146 to 0.152, 15
0.155, 0.152 to 0.158, 19
0.161, 0.158 to 0.164, 19
0.167, 0.164 to 0.170, 13
0.174, 0.170 to 0.177, 15
0.180, 0.177 to 0.183, 12
0.186, 0.183 to 0.189, 18
0.192, 0.189 to 0.195, 7
0.198, 0.195 to 0.201, 13
0.204, 0.201 to 0.207, 11
0.210, 0.207 to 0.213, 5
0.216, 0.213 to 0.219, 3
0.222, 0.219 to 0.225, 4
0.228, 0.225 to 0.231, 4
0.234, 0.231 to 0.237, 4
0.241, 0.237 to 0.244, 2
0.247, 0.244 to 0.250, 0
0.253, 0.250 to 0.256, 2
0.259, 0.256 to 0.262, 0
0.265, 0.262 to 0.268, 2
0.271, 0.268 to 0.274, 1
0.277, 0.274 to 0.280, 0
0.283, 0.280 to 0.286, 1
0.289, 0.286 to 0.292, 1
0.295, 0.292 to 0.298, 0
0.301, 0.298 to 0.304, 2


Plate, 1
Well, 2
Count, 197
CHARM Settings 1:		UWB1&UWB1BRCA1_300charm.charm

Type 1 Histograms
Density (OD), Range, frequency
0.003, 0.000 to 0.005, 0
0.008, 0.005 to 0.011, 0
0.014, 0.011 to 0.016, 0
0.019, 0.016 to 0.022, 0
0.025, 0.022 to 0.027, 0
0.030, 0.027 to 0.033, 0
0.036, 0.033 to 0.038, 0
0.041, 0.038 to 0.044, 0
0.046, 0.044 to 0.049, 0
0.052, 0.049 to 0.055, 0
0.057, 0.055 to 0.060, 0
0.063, 0.060 to 0.066, 0
0.068, 0.066 to 0.071, 0
0.074, 0.071 to 0.077, 0
0.079, 0.077 to 0.082, 0
0.085, 0.082 to 0.087, 0
0.090, 0.087 to 0.093, 0
0.096, 0.093 to 0.098, 0
0.101, 0.098 to 0.104, 0
0.107, 0.104 to 0.109, 1
0.112, 0.109 to 0.115, 2
0.118, 0.115 to 0.120, 7
0.123, 0.120 to 0.126, 7
0.128, 0.126 to 0.131, 16
0.134, 0.131 to 0.137, 12
0.139, 0.137 to 0.142, 16
0.145, 0.142 to 0.148, 19
0.150, 0.148 to 0.153, 19
0.156, 0.153 to 0.159, 15
0.161, 0.159 to 0.164, 11
0.167, 0.164 to 0.170, 14
0.172, 0.170 to 0.175, 7
0.178, 0.175 to 0.180, 9
0.183, 0.180 to 0.186, 8
0.189, 0.186 to 0.191, 5
0.194, 0.191 to 0.197, 7
0.200, 0.197 to 0.202, 3
0.205, 0.202 to 0.208, 2
0.211, 0.208 to 0.213, 2
0.216, 0.213 to 0.219, 4
0.221, 0.219 to 0.224, 2
0.227, 0.224 to 0.230, 1
0.232, 0.230 to 0.235, 2
0.238, 0.235 to 0.241, 2
0.243, 0.241 to 0.246, 1
0.249, 0.246 to 0.252, 1
0.254, 0.252 to 0.257, 1
0.260, 0.257 to 0.262, 0
0.265, 0.262 to 0.268, 0
0.271, 0.268 to 0.273, 1


Plate, 1
Well, 3
Count, 160
CHARM Settings 1:		UWB1&UWB1BRCA1_300charm.charm

Type 1 Histograms
Density (OD), Range, frequency
0.003, 0.000 to 0.005, 0
0.008, 0.005 to 0.010, 0
0.013, 0.010 to 0.015, 0
0.018, 0.015 to 0.020, 0
0.023, 0.020 to 0.025, 0
0.028, 0.025 to 0.030, 0
0.033, 0.030 to 0.035, 0
0.038, 0.035 to 0.040, 0
0.043, 0.040 to 0.045, 0
0.048, 0.045 to 0.050, 0
0.053, 0.050 to 0.055, 0
0.058, 0.055 to 0.060, 0
0.063, 0.060 to 0.066, 0
0.068, 0.066 to 0.071, 0
0.073, 0.071 to 0.076, 0
0.078, 0.076 to 0.081, 0
0.083, 0.081 to 0.086, 0
0.088, 0.086 to 0.091, 3
0.093, 0.091 to 0.096, 1
0.098, 0.096 to 0.101, 7
0.103, 0.101 to 0.106, 11
0.108, 0.106 to 0.111, 10
0.113, 0.111 to 0.116, 12
0.118, 0.116 to 0.121, 12
0.123, 0.121 to 0.126, 20
0.128, 0.126 to 0.131, 10
0.134, 0.131 to 0.136, 11
0.139, 0.136 to 0.141, 11
0.144, 0.141 to 0.146, 12
0.149, 0.146 to 0.151, 7
0.154, 0.151 to 0.156, 7
0.159, 0.156 to 0.161, 5
0.164, 0.161 to 0.166, 2
0.169, 0.166 to 0.171, 4
0.174, 0.171 to 0.176, 1
0.179, 0.176 to 0.181, 0
0.184, 0.181 to 0.186, 4
0.189, 0.186 to 0.191, 1
0.194, 0.191 to 0.197, 0
0.199, 0.197 to 0.202, 1
0.204, 0.202 to 0.207, 1
0.209, 0.207 to 0.212, 1
0.214, 0.212 to 0.217, 1
0.219, 0.217 to 0.222, 1
0.224, 0.222 to 0.227, 0
0.229, 0.227 to 0.232, 2
0.234, 0.232 to 0.237, 1
0.239, 0.237 to 0.242, 0
0.244, 0.242 to 0.247, 0
0.249, 0.247 to 0.252, 1


Plate, 1
Well, 4
Count, 113
CHARM Settings 1:		UWB1&UWB1BRCA1_300charm.charm

Type 1 Histograms
Density (OD), Range, frequency
0.002, 0.000 to 0.004, 0
0.007, 0.004 to 0.009, 0
0.011, 0.009 to 0.013, 0
0.015, 0.013 to 0.018, 0
0.020, 0.018 to 0.022, 0
0.024, 0.022 to 0.026, 0
0.029, 0.026 to 0.031, 0
0.033, 0.031 to 0.035, 0
0.037, 0.035 to 0.040, 0
0.042, 0.040 to 0.044, 0
0.046, 0.044 to 0.048, 0
0.051, 0.048 to 0.053, 0
0.055, 0.053 to 0.057, 0
0.059, 0.057 to 0.062, 0
0.064, 0.062 to 0.066, 0
0.068, 0.066 to 0.070, 0
0.073, 0.070 to 0.075, 0
0.077, 0.075 to 0.079, 0
0.081, 0.079 to 0.083, 0
0.086, 0.083 to 0.088, 0
0.090, 0.088 to 0.092, 0
0.094, 0.092 to 0.097, 0
0.099, 0.097 to 0.101, 0
0.103, 0.101 to 0.105, 0
0.108, 0.105 to 0.110, 0
0.112, 0.110 to 0.114, 0
0.116, 0.114 to 0.119, 0
0.121, 0.119 to 0.123, 2
0.125, 0.123 to 0.127, 3
0.130, 0.127 to 0.132, 9
0.134, 0.132 to 0.136, 7
0.138, 0.136 to 0.141, 14
0.143, 0.141 to 0.145, 12
0.147, 0.145 to 0.149, 12
0.152, 0.149 to 0.154, 8
0.156, 0.154 to 0.158, 6
0.160, 0.158 to 0.163, 9
0.165, 0.163 to 0.167, 2
0.169, 0.167 to 0.171, 4
0.174, 0.171 to 0.176, 6
0.178, 0.176 to 0.180, 5
0.182, 0.180 to 0.185, 5
0.187, 0.185 to 0.189, 0
0.191, 0.189 to 0.193, 2
0.196, 0.193 to 0.198, 2
0.200, 0.198 to 0.202, 1
0.204, 0.202 to 0.207, 1
0.209, 0.207 to 0.211, 0
0.213, 0.211 to 0.215, 2
0.218, 0.215 to 0.220, 1


Plate, 1
Well, 5
Count, 94
CHARM Settings 1:		UWB1&UWB1BRCA1_300charm.charm

Type 1 Histograms
Density (OD), Range, frequency
0.002, 0.000 to 0.004, 0
0.006, 0.004 to 0.008, 0
0.010, 0.008 to 0.012, 0
0.014, 0.012 to 0.017, 0
0.019, 0.017 to 0.021, 0
0.023, 0.021 to 0.025, 0
0.027, 0.025 to 0.029, 0
0.031, 0.029 to 0.033, 0
0.035, 0.033 to 0.037, 0
0.039, 0.037 to 0.041, 0
0.043, 0.041 to 0.045, 0
0.048, 0.045 to 0.050, 0
0.052, 0.050 to 0.054, 0
0.056, 0.054 to 0.058, 0
0.060, 0.058 to 0.062, 0
0.064, 0.062 to 0.066, 0
0.068, 0.066 to 0.070, 0
0.072, 0.070 to 0.074, 0
0.076, 0.074 to 0.078, 0
0.081, 0.078 to 0.083, 0
0.085, 0.083 to 0.087, 0
0.089, 0.087 to 0.091, 0
0.093, 0.091 to 0.095, 0
0.097, 0.095 to 0.099, 0
0.101, 0.099 to 0.103, 0
0.105, 0.103 to 0.107, 3
0.109, 0.107 to 0.112, 1
0.114, 0.112 to 0.116, 5
0.118, 0.116 to 0.120, 5
0.122, 0.120 to 0.124, 8
0.126, 0.124 to 0.128, 11
0.130, 0.128 to 0.132, 7
