Plate, 3
Well, 1
Count, 220
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Density (OD), Range, frequency
0.004, 0.000 to 0.009, 0
0.013, 0.009 to 0.018, 0
0.022, 0.018 to 0.027, 0
0.031, 0.027 to 0.035, 0
0.040, 0.035 to 0.044, 0
0.049, 0.044 to 0.053, 0
0.057, 0.053 to 0.062, 0
0.066, 0.062 to 0.071, 0
0.075, 0.071 to 0.080, 0
0.084, 0.080 to 0.088, 0
0.093, 0.088 to 0.097, 0
0.102, 0.097 to 0.106, 0
0.111, 0.106 to 0.115, 0
0.119, 0.115 to 0.124, 0
0.128, 0.124 to 0.133, 2
0.137, 0.133 to 0.142, 4
0.146, 0.142 to 0.150, 19
0.155, 0.150 to 0.159, 13
0.164, 0.159 to 0.168, 17
0.172, 0.168 to 0.177, 22
0.181, 0.177 to 0.186, 30
0.190, 0.186 to 0.195, 23
0.199, 0.195 to 0.203, 16
0.208, 0.203 to 0.212, 16
0.217, 0.212 to 0.221, 14
0.226, 0.221 to 0.230, 8
0.234, 0.230 to 0.239, 11
0.243, 0.239 to 0.248, 4
0.252, 0.248 to 0.257, 2
0.261, 0.257 to 0.265, 6
0.270, 0.265 to 0.274, 2
0.279, 0.274 to 0.283, 1
0.287, 0.283 to 0.292, 0
0.296, 0.292 to 0.301, 1
0.305, 0.301 to 0.310, 0
0.314, 0.310 to 0.318, 1
0.323, 0.318 to 0.327, 1
0.332, 0.327 to 0.336, 1
0.341, 0.336 to 0.345, 2
0.349, 0.345 to 0.354, 1
0.358, 0.354 to 0.363, 0
0.367, 0.363 to 0.372, 1
0.376, 0.372 to 0.380, 0
0.385, 0.380 to 0.389, 0
0.394, 0.389 to 0.398, 0
0.402, 0.398 to 0.407, 0
0.411, 0.407 to 0.416, 1
0.420, 0.416 to 0.425, 0
0.429, 0.425 to 0.433, 0
0.438, 0.433 to 0.442, 1


Plate, 3
Well, 2
Count, 244
CHARM Settings 1:		UWB1&UWB1BRCA1_300charm.charm

Type 1 Histograms
Density (OD), Range, frequency
0.004, 0.000 to 0.008, 0
0.012, 0.008 to 0.016, 0
0.020, 0.016 to 0.024, 0
0.027, 0.024 to 0.031, 0
0.035, 0.031 to 0.039, 0
0.043, 0.039 to 0.047, 0
0.051, 0.047 to 0.055, 0
0.059, 0.055 to 0.063, 0
0.067, 0.063 to 0.071, 0
0.074, 0.071 to 0.078, 0
0.082, 0.078 to 0.086, 0
0.090, 0.086 to 0.094, 0
0.098, 0.094 to 0.102, 0
0.106, 0.102 to 0.110, 0
0.114, 0.110 to 0.118, 2
0.122, 0.118 to 0.125, 7
0.129, 0.125 to 0.133, 10
0.137, 0.133 to 0.141, 10
0.145, 0.141 to 0.149, 22
0.153, 0.149 to 0.157, 37
0.161, 0.157 to 0.165, 25
0.169, 0.165 to 0.172, 20
0.176, 0.172 to 0.180, 21
0.184, 0.180 to 0.188, 20
0.192, 0.188 to 0.196, 13
0.200, 0.196 to 0.204, 6
0.208, 0.204 to 0.212, 7
0.216, 0.212 to 0.219, 7
0.223, 0.219 to 0.227, 4
0.231, 0.227 to 0.235, 10
0.239, 0.235 to 0.243, 4
0.247, 0.243 to 0.251, 4
0.255, 0.251 to 0.259, 5
0.263, 0.259 to 0.267, 4
0.270, 0.267 to 0.274, 0
0.278, 0.274 to 0.282, 0
0.286, 0.282 to 0.290, 1
0.294, 0.290 to 0.298, 1
0.302, 0.298 to 0.306, 0
0.310, 0.306 to 0.314, 0
0.317, 0.314 to 0.321, 0
0.325, 0.321 to 0.329, 0
0.333, 0.329 to 0.337, 0
0.341, 0.337 to 0.345, 1
0.349, 0.345 to 0.353, 1
0.357, 0.353 to 0.361, 0
0.365, 0.361 to 0.368, 1
0.372, 0.368 to 0.376, 0
0.380, 0.376 to 0.384, 0
0.388, 0.384 to 0.392, 1


Plate, 3
Well, 3
Count, 226
CHARM Settings 1:		UWB1&UWB1BRCA1_300charm.charm

Type 1 Histograms
Density (OD), Range, frequency
0.004, 0.000 to 0.009, 0
0.013, 0.009 to 0.018, 0
0.022, 0.018 to 0.027, 0
0.031, 0.027 to 0.036, 0
0.040, 0.036 to 0.045, 0
0.049, 0.045 to 0.054, 0
0.058, 0.054 to 0.063, 0
0.067, 0.063 to 0.072, 0
0.076, 0.072 to 0.081, 0
0.085, 0.081 to 0.090, 0
0.094, 0.090 to 0.099, 1
0.103, 0.099 to 0.107, 10
0.112, 0.107 to 0.116, 11
0.121, 0.116 to 0.125, 24
0.130, 0.125 to 0.134, 23
0.139, 0.134 to 0.143, 35
0.148, 0.143 to 0.152, 19
0.157, 0.152 to 0.161, 18
0.166, 0.161 to 0.170, 15
0.175, 0.170 to 0.179, 18
0.184, 0.179 to 0.188, 11
0.193, 0.188 to 0.197, 8
0.202, 0.197 to 0.206, 10
0.210, 0.206 to 0.215, 3
0.219, 0.215 to 0.224, 4
