Plate, 1
Well, 1
Count, 231
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Density (OD), Range, frequency
0.004, 0.000 to 0.009, 0
0.013, 0.009 to 0.017, 0
0.022, 0.017 to 0.026, 0
0.031, 0.026 to 0.035, 0
0.039, 0.035 to 0.044, 0
0.048, 0.044 to 0.052, 0
0.057, 0.052 to 0.061, 0
0.066, 0.061 to 0.070, 0
0.074, 0.070 to 0.079, 0
0.083, 0.079 to 0.087, 0
0.092, 0.087 to 0.096, 0
0.100, 0.096 to 0.105, 0
0.109, 0.105 to 0.114, 0
0.118, 0.114 to 0.122, 0
0.127, 0.122 to 0.131, 2
0.135, 0.131 to 0.140, 21
0.144, 0.140 to 0.149, 31
0.153, 0.149 to 0.157, 19
0.162, 0.157 to 0.166, 22
0.170, 0.166 to 0.175, 14
0.179, 0.175 to 0.183, 12
0.188, 0.183 to 0.192, 6
0.197, 0.192 to 0.201, 17
0.205, 0.201 to 0.210, 8
0.214, 0.210 to 0.218, 7
0.223, 0.218 to 0.227, 5
0.232, 0.227 to 0.236, 11
0.240, 0.236 to 0.245, 8
0.249, 0.245 to 0.253, 9
0.258, 0.253 to 0.262, 5
0.266, 0.262 to 0.271, 5
0.275, 0.271 to 0.280, 5
0.284, 0.280 to 0.288, 7
0.293, 0.288 to 0.297, 5
0.301, 0.297 to 0.306, 2
0.310, 0.306 to 0.315, 0
0.319, 0.315 to 0.323, 3
0.328, 0.323 to 0.332, 4
0.336, 0.332 to 0.341, 0
0.345, 0.341 to 0.349, 0
0.354, 0.349 to 0.358, 1
0.363, 0.358 to 0.367, 0
0.371, 0.367 to 0.376, 0
0.380, 0.376 to 0.384, 1
0.389, 0.384 to 0.393, 0
0.398, 0.393 to 0.402, 0
0.406, 0.402 to 0.411, 0
0.415, 0.411 to 0.419, 0
0.424, 0.419 to 0.428, 0
0.432, 0.428 to 0.437, 1


Plate, 1
Well, 2
Count, 201
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Density (OD), Range, frequency
0.004, 0.000 to 0.008, 0
0.013, 0.008 to 0.017, 0
0.021, 0.017 to 0.025, 0
0.029, 0.025 to 0.033, 0
0.038, 0.033 to 0.042, 0
0.046, 0.042 to 0.050, 0
0.054, 0.050 to 0.059, 0
0.063, 0.059 to 0.067, 0
0.071, 0.067 to 0.075, 0
0.079, 0.075 to 0.084, 0
0.088, 0.084 to 0.092, 0
0.096, 0.092 to 0.100, 0
0.105, 0.100 to 0.109, 1
0.113, 0.109 to 0.117, 9
0.121, 0.117 to 0.125, 17
0.130, 0.125 to 0.134, 34
0.138, 0.134 to 0.142, 19
0.146, 0.142 to 0.151, 12
0.155, 0.151 to 0.159, 14
0.163, 0.159 to 0.167, 10
0.171, 0.167 to 0.176, 12
0.180, 0.176 to 0.184, 11
0.188, 0.184 to 0.192, 5
0.197, 0.192 to 0.201, 11
0.205, 0.201 to 0.209, 6
0.213, 0.209 to 0.217, 6
0.222, 0.217 to 0.226, 8
0.230, 0.226 to 0.234, 7
0.238, 0.234 to 0.243, 2
0.247, 0.243 to 0.251, 3
0.255, 0.251 to 0.259, 3
0.264, 0.259 to 0.268, 3
0.272, 0.268 to 0.276, 2
0.280, 0.276 to 0.284, 1
0.289, 0.284 to 0.293, 2
0.297, 0.293 to 0.301, 2
0.305, 0.301 to 0.310, 0
0.314, 0.310 to 0.318, 0
0.322, 0.318 to 0.326, 0
0.330, 0.326 to 0.335, 0
0.339, 0.335 to 0.343, 0
0.347, 0.343 to 0.351, 0
0.356, 0.351 to 0.360, 0
0.364, 0.360 to 0.368, 0
0.372, 0.368 to 0.376, 0
0.381, 0.376 to 0.385, 0
0.389, 0.385 to 0.393, 0
0.397, 0.393 to 0.402, 0
0.406, 0.402 to 0.410, 0
0.414, 0.410 to 0.418, 1


Plate, 1
Well, 3
Count, 132
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Density (OD), Range, frequency
0.003, 0.000 to 0.006, 0
0.009, 0.006 to 0.012, 0
0.016, 0.012 to 0.019, 0
0.022, 0.019 to 0.025, 0
0.028, 0.025 to 0.031, 0
0.034, 0.031 to 0.037, 0
0.041, 0.037 to 0.044, 0
0.047, 0.044 to 0.050, 0
0.053, 0.050 to 0.056, 0
0.059, 0.056 to 0.062, 0
0.066, 0.062 to 0.069, 0
0.072, 0.069 to 0.075, 0
0.078, 0.075 to 0.081, 0
0.084, 0.081 to 0.087, 4
0.091, 0.087 to 0.094, 10
0.097, 0.094 to 0.100, 11
0.103, 0.100 to 0.106, 8
0.109, 0.106 to 0.112, 11
0.115, 0.112 to 0.119, 15
0.122, 0.119 to 0.125, 13
0.128, 0.125 to 0.131, 8
0.134, 0.131 to 0.137, 7
0.140, 0.137 to 0.144, 3
0.147, 0.144 to 0.150, 6
0.153, 0.150 to 0.156, 5
0.159, 0.156 to 0.162, 2
0.165, 0.162 to 0.169, 5
