Plate, 1
Well, 1
Count, 201
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Density (OD), Range, frequency
0.003, 0.000 to 0.007, 0
0.010, 0.007 to 0.014, 0
0.017, 0.014 to 0.020, 0
0.024, 0.020 to 0.027, 0
0.031, 0.027 to 0.034, 0
0.037, 0.034 to 0.041, 0
0.044, 0.041 to 0.048, 0
0.051, 0.048 to 0.055, 0
0.058, 0.055 to 0.061, 0
0.065, 0.061 to 0.068, 0
0.072, 0.068 to 0.075, 0
0.078, 0.075 to 0.082, 0
0.085, 0.082 to 0.089, 0
0.092, 0.089 to 0.095, 0
0.099, 0.095 to 0.102, 0
0.106, 0.102 to 0.109, 1
0.112, 0.109 to 0.116, 23
0.119, 0.116 to 0.123, 18
0.126, 0.123 to 0.129, 23
0.133, 0.129 to 0.136, 17
0.140, 0.136 to 0.143, 9
0.147, 0.143 to 0.150, 15
0.153, 0.150 to 0.157, 13
0.160, 0.157 to 0.164, 10
0.167, 0.164 to 0.170, 10
0.174, 0.170 to 0.177, 13
0.181, 0.177 to 0.184, 11
0.187, 0.184 to 0.191, 6
0.194, 0.191 to 0.198, 2
0.201, 0.198 to 0.204, 3
0.208, 0.204 to 0.211, 2
0.215, 0.211 to 0.218, 2
0.221, 0.218 to 0.225, 3
0.228, 0.225 to 0.232, 2
0.235, 0.232 to 0.239, 4
0.242, 0.239 to 0.245, 1
0.249, 0.245 to 0.252, 1
0.256, 0.252 to 0.259, 4
0.262, 0.259 to 0.266, 0
0.269, 0.266 to 0.273, 0
0.276, 0.273 to 0.279, 0
0.283, 0.279 to 0.286, 1
0.290, 0.286 to 0.293, 1
0.296, 0.293 to 0.300, 0
0.303, 0.300 to 0.307, 2
0.310, 0.307 to 0.314, 0
0.317, 0.314 to 0.320, 2
0.324, 0.320 to 0.327, 0
0.331, 0.327 to 0.334, 1
0.337, 0.334 to 0.341, 1


Plate, 1
Well, 2
Count, 201
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Density (OD), Range, frequency
0.003, 0.000 to 0.007, 0
0.010, 0.007 to 0.013, 0
