Plate, 3
Well, 1
Count, 220
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Density (OD), Range, frequency
0.003, 0.000 to 0.007, 0
0.010, 0.007 to 0.014, 0
0.017, 0.014 to 0.021, 0
0.024, 0.021 to 0.027, 0
0.031, 0.027 to 0.034, 0
0.038, 0.034 to 0.041, 0
0.045, 0.041 to 0.048, 0
0.052, 0.048 to 0.055, 0
0.058, 0.055 to 0.062, 0
0.065, 0.062 to 0.069, 0
0.072, 0.069 to 0.076, 0
0.079, 0.076 to 0.082, 0
0.086, 0.082 to 0.089, 0
0.093, 0.089 to 0.096, 0
0.100, 0.096 to 0.103, 0
0.106, 0.103 to 0.110, 1
0.113, 0.110 to 0.117, 7
0.120, 0.117 to 0.124, 12
0.127, 0.124 to 0.130, 14
0.134, 0.130 to 0.137, 17
0.141, 0.137 to 0.144, 10
0.148, 0.144 to 0.151, 14
0.155, 0.151 to 0.158, 11
0.161, 0.158 to 0.165, 9
0.168, 0.165 to 0.172, 13
0.175, 0.172 to 0.179, 10
0.182, 0.179 to 0.185, 11
0.189, 0.185 to 0.192, 9
0.196, 0.192 to 0.199, 9
0.203, 0.199 to 0.206, 7
0.209, 0.206 to 0.213, 9
0.216, 0.213 to 0.220, 6
0.223, 0.220 to 0.227, 6
0.230, 0.227 to 0.234, 3
0.237, 0.234 to 0.240, 4
0.244, 0.240 to 0.247, 6
0.251, 0.247 to 0.254, 5
0.258, 0.254 to 0.261, 1
0.264, 0.261 to 0.268, 3
0.271, 0.268 to 0.275, 5
0.278, 0.275 to 0.282, 4
0.285, 0.282 to 0.288, 3
0.292, 0.288 to 0.295, 1
0.299, 0.295 to 0.302, 5
0.306, 0.302 to 0.309, 0
0.312, 0.309 to 0.316, 2
0.319, 0.316 to 0.323, 0
0.326, 0.323 to 0.330, 2
0.333, 0.330 to 0.337, 0
0.340, 0.337 to 0.343, 1


Plate, 3
Well, 2
Count, 210
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Density (OD), Range, frequency
0.003, 0.000 to 0.007, 0
0.010, 0.007 to 0.013, 0
