Plate, 1
Well, 1
Count, 212
CHARM Settings 1:		PEO1_300.charm

Type 1 Histograms
Density (OD), Range, frequency
0.003, 0.000 to 0.006, 0
0.010, 0.006 to 0.013, 0
0.016, 0.013 to 0.019, 0
0.023, 0.019 to 0.026, 0
0.029, 0.026 to 0.032, 0
0.035, 0.032 to 0.039, 0
0.042, 0.039 to 0.045, 0
0.048, 0.045 to 0.052, 0
0.055, 0.052 to 0.058, 0
0.061, 0.058 to 0.064, 0
0.068, 0.064 to 0.071, 0
0.074, 0.071 to 0.077, 0
0.081, 0.077 to 0.084, 4
0.087, 0.084 to 0.090, 10
0.093, 0.090 to 0.097, 16
0.100, 0.097 to 0.103, 19
0.106, 0.103 to 0.110, 18
0.113, 0.110 to 0.116, 22
0.119, 0.116 to 0.122, 19
0.126, 0.122 to 0.129, 13
0.132, 0.129 to 0.135, 9
0.139, 0.135 to 0.142, 9
0.145, 0.142 to 0.148, 7
0.151, 0.148 to 0.155, 5
0.158, 0.155 to 0.161, 7
0.164, 0.161 to 0.168, 8
0.171, 0.168 to 0.174, 4
0.177, 0.174 to 0.180, 9
0.184, 0.180 to 0.187, 4
0.190, 0.187 to 0.193, 2
0.197, 0.193 to 0.200, 3
0.203, 0.200 to 0.206, 2
0.209, 0.206 to 0.213, 3
0.216, 0.213 to 0.219, 2
0.222, 0.219 to 0.226, 1
0.229, 0.226 to 0.232, 4
0.235, 0.232 to 0.238, 2
0.242, 0.238 to 0.245, 2
0.248, 0.245 to 0.251, 4
0.255, 0.251 to 0.258, 1
0.261, 0.258 to 0.264, 1
0.267, 0.264 to 0.271, 0
0.274, 0.271 to 0.277, 1
0.280, 0.277 to 0.284, 0
0.287, 0.284 to 0.290, 0
0.293, 0.290 to 0.296, 0
0.300, 0.296 to 0.303, 0
0.306, 0.303 to 0.309, 0
0.312, 0.309 to 0.316, 0
0.319, 0.316 to 0.322, 1


Plate, 1
Well, 2
Count, 173
CHARM Settings 1:		PEO1_300.charm

Type 1 Histograms
Density (OD), Range, frequency
0.002, 0.000 to 0.005, 0
0.007, 0.005 to 0.009, 0
0.012, 0.009 to 0.014, 0
0.017, 0.014 to 0.019, 0
0.021, 0.019 to 0.024, 0
0.026, 0.024 to 0.028, 0
0.031, 0.028 to 0.033, 0
0.035, 0.033 to 0.038, 0
0.040, 0.038 to 0.043, 0
0.045, 0.043 to 0.047, 0
0.050, 0.047 to 0.052, 0
0.054, 0.052 to 0.057, 0
0.059, 0.057 to 0.062, 0
0.064, 0.062 to 0.066, 0
0.069, 0.066 to 0.071, 0
0.073, 0.071 to 0.076, 0
0.078, 0.076 to 0.080, 1
0.083, 0.080 to 0.085, 3
0.088, 0.085 to 0.090, 13
0.092, 0.090 to 0.095, 15
0.097, 0.095 to 0.099, 19
0.102, 0.099 to 0.104, 18
0.106, 0.104 to 0.109, 12
0.111, 0.109 to 0.114, 9
0.116, 0.114 to 0.118, 17
0.121, 0.118 to 0.123, 7
0.125, 0.123 to 0.128, 5
0.130, 0.128 to 0.132, 7
0.135, 0.132 to 0.137, 9
0.140, 0.137 to 0.142, 6
0.144, 0.142 to 0.147, 5
0.149, 0.147 to 0.151, 3
0.154, 0.151 to 0.156, 2
0.159, 0.156 to 0.161, 3
0.163, 0.161 to 0.166, 6
0.168, 0.166 to 0.170, 0
0.173, 0.170 to 0.175, 4
0.177, 0.175 to 0.180, 1
0.182, 0.180 to 0.185, 2
0.187, 0.185 to 0.189, 0
0.192, 0.189 to 0.194, 2
0.196, 0.194 to 0.199, 0
0.201, 0.199 to 0.203, 1
0.206, 0.203 to 0.208, 1
0.211, 0.208 to 0.213, 1
0.215, 0.213 to 0.218, 0
0.220, 0.218 to 0.222, 0
0.225, 0.222 to 0.227, 0
0.230, 0.227 to 0.232, 0
0.234, 0.232 to 0.237, 1


Plate, 1
Well, 3
Count, 146
CHARM Settings 1:		PEO1_300.charm

Type 1 Histograms
Density (OD), Range, frequency
0.003, 0.000 to 0.006, 0
0.008, 0.006 to 0.011, 0
0.014, 0.011 to 0.017, 0
0.019, 0.017 to 0.022, 0
0.025, 0.022 to 0.028, 0
0.031, 0.028 to 0.033, 0
0.036, 0.033 to 0.039, 0
0.042, 0.039 to 0.044, 0
0.047, 0.044 to 0.050, 0
0.053, 0.050 to 0.055, 0
0.058, 0.055 to 0.061, 0
0.064, 0.061 to 0.067, 1
0.069, 0.067 to 0.072, 4
0.075, 0.072 to 0.078, 8
0.080, 0.078 to 0.083, 18
0.086, 0.083 to 0.089, 16
0.092, 0.089 to 0.094, 12
0.097, 0.094 to 0.100, 19
0.103, 0.100 to 0.105, 9
0.108, 0.105 to 0.111, 8
0.114, 0.111 to 0.117, 11
0.119, 0.117 to 0.122, 6
0.125, 0.122 to 0.128, 5
0.130, 0.128 to 0.133, 4
0.136, 0.133 to 0.139, 3
0.141, 0.139 to 0.144, 2
0.147, 0.144 to 0.150, 1
0.153, 0.150 to 0.155, 6
0.158, 0.155 to 0.161, 1
0.164, 0.161 to 0.166, 0
0.169, 0.166 to 0.172, 0
0.175, 0.172 to 0.178, 0
0.180, 0.178 to 0.183, 3
0.186, 0.183 to 0.189, 1
0.191, 0.189 to 0.194, 2
0.197, 0.194 to 0.200, 1
0.203, 0.200 to 0.205, 0
0.208, 0.205 to 0.211, 0
0.214, 0.211 to 0.216, 0
0.219, 0.216 to 0.222, 2
0.225, 0.222 to 0.227, 0
0.230, 0.227 to 0.233, 1
0.236, 0.233 to 0.239, 0
0.241, 0.239 to 0.244, 1
0.247, 0.244 to 0.250, 0
0.252, 0.250 to 0.255, 0
0.258, 0.255 to 0.261, 0
0.264, 0.261 to 0.266, 0
0.269, 0.266 to 0.272, 0
0.275, 0.272 to 0.277, 1


Plate, 1
Well, 4
Count, 161
CHARM Settings 1:		PEO1_300.charm

Type 1 Histograms
Density (OD), Range, frequency
0.003, 0.000 to 0.007, 0
0.010, 0.007 to 0.013, 0
0.017, 0.013 to 0.020, 0
0.023, 0.020 to 0.027, 0
0.030, 0.027 to 0.033, 0
0.036, 0.033 to 0.040, 0
0.043, 0.040 to 0.046, 0
0.050, 0.046 to 0.053, 0
0.056, 0.053 to 0.060, 0
0.063, 0.060 to 0.066, 0
0.070, 0.066 to 0.073, 0
0.076, 0.073 to 0.080, 0
0.083, 0.080 to 0.086, 0
0.089, 0.086 to 0.093, 0
0.096, 0.093 to 0.099, 2
0.103, 0.099 to 0.106, 19
0.109, 0.106 to 0.113, 15
0.116, 0.113 to 0.119, 11
0.123, 0.119 to 0.126, 17
0.129, 0.126 to 0.133, 18
0.136, 0.133 to 0.139, 11
0.143, 0.139 to 0.146, 8
0.149, 0.146 to 0.152, 6
0.156, 0.152 to 0.159, 9
0.162, 0.159 to 0.166, 5
0.169, 0.166 to 0.172, 3
0.176, 0.172 to 0.179, 5
0.182, 0.179 to 0.186, 7
0.189, 0.186 to 0.192, 2
0.196, 0.192 to 0.199, 2
0.202, 0.199 to 0.205, 3
0.209, 0.205 to 0.212, 4
0.215, 0.212 to 0.219, 2
0.222, 0.219 to 0.225, 3
0.229, 0.225 to 0.232, 2
0.235, 0.232 to 0.239, 1
0.242, 0.239 to 0.245, 0
0.249, 0.245 to 0.252, 0
0.255, 0.252 to 0.258, 0
0.262, 0.258 to 0.265, 0
0.268, 0.265 to 0.272, 3
0.275, 0.272 to 0.278, 1
0.282, 0.278 to 0.285, 0
0.288, 0.285 to 0.292, 0
0.295, 0.292 to 0.298, 0
0.302, 0.298 to 0.305, 1
0.308, 0.305 to 0.312, 0
0.315, 0.312 to 0.318, 0
0.321, 0.318 to 0.325, 0
0.328, 0.325 to 0.331, 1


Plate, 1
Well, 5
Count, 155
CHARM Settings 1:		PEO1_300.charm

Type 1 Histograms
Density (OD), Range, frequency
0.003, 0.000 to 0.006, 0
0.009, 0.006 to 0.012, 0
0.015, 0.012 to 0.018, 0
0.021, 0.018 to 0.024, 0
0.027, 0.024 to 0.030, 0
0.033, 0.030 to 0.036, 0
0.039, 0.036 to 0.042, 0
0.045, 0.042 to 0.048, 0
0.051, 0.048 to 0.053, 0
0.056, 0.053 to 0.059, 0
0.062, 0.059 to 0.065, 0
0.068, 0.065 to 0.071, 0
0.074, 0.071 to 0.077, 0
0.080, 0.077 to 0.083, 0
0.086, 0.083 to 0.089, 2
0.092, 0.089 to 0.095, 7
0.098, 0.095 to 0.101, 15
0.104, 0.101 to 0.107, 13
0.110, 0.107 to 0.113, 19
0.116, 0.113 to 0.119, 14
0.122, 0.119 to 0.125, 7
0.128, 0.125 to 0.131, 12
0.134, 0.131 to 0.137, 7
0.140, 0.137 to 0.143, 12
0.146, 0.143 to 0.149, 6
0.152, 0.149 to 0.155, 4
0.157, 0.155 to 0.160, 2
0.163, 0.160 to 0.166, 2
0.169, 0.166 to 0.172, 5
0.175, 0.172 to 0.178, 2
0.181, 0.178 to 0.184, 0
0.187, 0.184 to 0.190, 3
0.193, 0.190 to 0.196, 4
0.199, 0.196 to 0.202, 2
0.205, 0.202 to 0.208, 3
0.211, 0.208 to 0.214, 1
