Plate, 1
Well, 1
Count, 201
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Density (OD), Range, frequency
0.004, 0.000 to 0.008, 0
0.013, 0.008 to 0.017, 0
0.021, 0.017 to 0.025, 0
0.029, 0.025 to 0.033, 0
0.038, 0.033 to 0.042, 0
0.046, 0.042 to 0.050, 0
0.054, 0.050 to 0.058, 0
0.063, 0.058 to 0.067, 0
0.071, 0.067 to 0.075, 0
0.079, 0.075 to 0.083, 0
0.088, 0.083 to 0.092, 0
0.096, 0.092 to 0.100, 0
0.104, 0.100 to 0.108, 0
0.113, 0.108 to 0.117, 2
0.121, 0.117 to 0.125, 4
0.129, 0.125 to 0.134, 20
0.138, 0.134 to 0.142, 21
0.146, 0.142 to 0.150, 20
0.154, 0.150 to 0.159, 20
0.163, 0.159 to 0.167, 16
0.171, 0.167 to 0.175, 14
0.179, 0.175 to 0.184, 11
0.188, 0.184 to 0.192, 12
0.196, 0.192 to 0.200, 10
0.204, 0.200 to 0.209, 10
0.213, 0.209 to 0.217, 10
0.221, 0.217 to 0.225, 7
0.229, 0.225 to 0.234, 7
0.238, 0.234 to 0.242, 6
0.246, 0.242 to 0.250, 0
0.255, 0.250 to 0.259, 2
0.263, 0.259 to 0.267, 2
0.271, 0.267 to 0.275, 2
0.280, 0.275 to 0.284, 4
0.288, 0.284 to 0.292, 0
0.296, 0.292 to 0.300, 0
0.305, 0.300 to 0.309, 0
0.313, 0.309 to 0.317, 0
0.321, 0.317 to 0.325, 0
0.330, 0.325 to 0.334, 0
0.338, 0.334 to 0.342, 0
0.346, 0.342 to 0.350, 0
0.355, 0.350 to 0.359, 0
0.363, 0.359 to 0.367, 0
0.371, 0.367 to 0.375, 0
0.380, 0.375 to 0.384, 0
0.388, 0.384 to 0.392, 0
0.396, 0.392 to 0.401, 0
0.405, 0.401 to 0.409, 0
0.413, 0.409 to 0.417, 1


Plate, 1
Well, 2
Count, 111
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Density (OD), Range, frequency
0.003, 0.000 to 0.005, 0
0.008, 0.005 to 0.011, 0
0.013, 0.011 to 0.016, 0
0.018, 0.016 to 0.021, 0
0.024, 0.021 to 0.026, 0
0.029, 0.026 to 0.032, 0
0.034, 0.032 to 0.037, 0
0.039, 0.037 to 0.042, 0
0.045, 0.042 to 0.047, 0
0.050, 0.047 to 0.053, 0
0.055, 0.053 to 0.058, 0
0.061, 0.058 to 0.063, 0
0.066, 0.063 to 0.068, 0
0.071, 0.068 to 0.074, 0
0.076, 0.074 to 0.079, 0
0.082, 0.079 to 0.084, 0
0.087, 0.084 to 0.089, 0
0.092, 0.089 to 0.095, 0
0.097, 0.095 to 0.100, 0
0.103, 0.100 to 0.105, 0
0.108, 0.105 to 0.111, 5
0.113, 0.111 to 0.116, 7
0.118, 0.116 to 0.121, 12
0.124, 0.121 to 0.126, 9
0.129, 0.126 to 0.132, 11
0.134, 0.132 to 0.137, 11
0.139, 0.137 to 0.142, 8
0.145, 0.142 to 0.147, 8
0.150, 0.147 to 0.153, 4
0.155, 0.153 to 0.158, 6
0.161, 0.158 to 0.163, 4
0.166, 0.163 to 0.168, 3
0.171, 0.168 to 0.174, 6
0.176, 0.174 to 0.179, 1
0.182, 0.179 to 0.184, 2
0.187, 0.184 to 0.189, 1
0.192, 0.189 to 0.195, 2
0.197, 0.195 to 0.200, 2
0.203, 0.200 to 0.205, 3
0.208, 0.205 to 0.211, 0
0.213, 0.211 to 0.216, 1
0.218, 0.216 to 0.221, 1
0.224, 0.221 to 0.226, 2
0.229, 0.226 to 0.232, 1
0.234, 0.232 to 0.237, 0
0.239, 0.237 to 0.242, 0
0.245, 0.242 to 0.247, 0
0.250, 0.247 to 0.253, 0
0.255, 0.253 to 0.258, 0
0.261, 0.258 to 0.263, 1


Plate, 1
Well, 3
Count, 75
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Density (OD), Range, frequency
0.002, 0.000 to 0.004, 0
0.006, 0.004 to 0.007, 0
0.009, 0.007 to 0.011, 0
0.013, 0.011 to 0.015, 0
0.017, 0.015 to 0.018, 0
0.020, 0.018 to 0.022, 0
0.024, 0.022 to 0.026, 0
0.028, 0.026 to 0.030, 0
0.031, 0.030 to 0.033, 0
0.035, 0.033 to 0.037, 0
0.039, 0.037 to 0.041, 0
0.042, 0.041 to 0.044, 0
0.046, 0.044 to 0.048, 0
0.050, 0.048 to 0.052, 0
0.054, 0.052 to 0.055, 0
0.057, 0.055 to 0.059, 0
0.061, 0.059 to 0.063, 0
0.065, 0.063 to 0.066, 0
0.068, 0.066 to 0.070, 0
0.072, 0.070 to 0.074, 0
0.076, 0.074 to 0.077, 1
0.079, 0.077 to 0.081, 5
0.083, 0.081 to 0.085, 1
0.087, 0.085 to 0.089, 6
0.090, 0.089 to 0.092, 7
0.094, 0.092 to 0.096, 5
0.098, 0.096 to 0.100, 10
0.101, 0.100 to 0.103, 6
0.105, 0.103 to 0.107, 3
0.109, 0.107 to 0.111, 5
0.113, 0.111 to 0.114, 4
0.116, 0.114 to 0.118, 3
0.120, 0.118 to 0.122, 1
0.124, 0.122 to 0.125, 2
0.127, 0.125 to 0.129, 3
0.131, 0.129 to 0.133, 0
0.135, 0.133 to 0.137, 0
0.138, 0.137 to 0.140, 1
0.142, 0.140 to 0.144, 2
0.146, 0.144 to 0.148, 3
0.149, 0.148 to 0.151, 0
0.153, 0.151 to 0.155, 1
0.157, 0.155 to 0.159, 2
0.161, 0.159 to 0.162, 2
0.164, 0.162 to 0.166, 0
0.168, 0.166 to 0.170, 0
0.172, 0.170 to 0.173, 0
0.175, 0.173 to 0.177, 0
0.179, 0.177 to 0.181, 0
0.183, 0.181 to 0.185, 2


Plate, 1
Well, 4
Count, 81
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Density (OD), Range, frequency
0.003, 0.000 to 0.006, 0
0.010, 0.006 to 0.013, 0
0.016, 0.013 to 0.019, 0
0.023, 0.019 to 0.026, 0
0.029, 0.026 to 0.032, 0
0.036, 0.032 to 0.039, 0
0.042, 0.039 to 0.045, 0
0.049, 0.045 to 0.052, 0
0.055, 0.052 to 0.058, 0
0.062, 0.058 to 0.065, 0
0.068, 0.065 to 0.071, 0
0.075, 0.071 to 0.078, 0
0.081, 0.078 to 0.084, 0
0.088, 0.084 to 0.091, 0
0.094, 0.091 to 0.097, 0
0.101, 0.097 to 0.104, 0
0.107, 0.104 to 0.110, 0
0.114, 0.110 to 0.117, 2
0.120, 0.117 to 0.123, 9
0.127, 0.123 to 0.130, 21
0.133, 0.130 to 0.136, 14
0.140, 0.136 to 0.143, 8
0.146, 0.143 to 0.149, 6
0.153, 0.149 to 0.156, 6
0.159, 0.156 to 0.162, 1
0.166, 0.162 to 0.169, 3
0.172, 0.169 to 0.175, 0
0.179, 0.175 to 0.182, 1
0.185, 0.182 to 0.188, 1
0.192, 0.188 to 0.195, 2
0.198, 0.195 to 0.201, 0
0.205, 0.201 to 0.208, 0
0.211, 0.208 to 0.214, 1
0.218, 0.214 to 0.221, 0
0.224, 0.221 to 0.227, 0
0.231, 0.227 to 0.234, 0
0.237, 0.234 to 0.240, 2
0.244, 0.240 to 0.247, 1
0.250, 0.247 to 0.253, 1
0.257, 0.253 to 0.260, 0
0.263, 0.260 to 0.266, 0
0.270, 0.266 to 0.273, 0
0.276, 0.273 to 0.279, 0
0.283, 0.279 to 0.286, 0
0.289, 0.286 to 0.292, 0
0.296, 0.292 to 0.299, 1
0.302, 0.299 to 0.305, 0
0.309, 0.305 to 0.312, 0
0.315, 0.312 to 0.318, 0
0.322, 0.318 to 0.325, 1


Plate, 1
Well, 5
Count, 52
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Density (OD), Range, frequency
0.002, 0.000 to 0.004, 0
0.007, 0.004 to 0.009, 0
0.011, 0.009 to 0.013, 0
0.015, 0.013 to 0.018, 0
0.020, 0.018 to 0.022, 0
0.024, 0.022 to 0.026, 0
0.029, 0.026 to 0.031, 0
0.033, 0.031 to 0.035, 0
0.037, 0.035 to 0.039, 0
0.042, 0.039 to 0.044, 0
0.046, 0.044 to 0.048, 0
0.050, 0.048 to 0.053, 0
0.055, 0.053 to 0.057, 0
0.059, 0.057 to 0.061, 0
0.064, 0.061 to 0.066, 0
0.068, 0.066 to 0.070, 0
0.072, 0.070 to 0.075, 0
0.077, 0.075 to 0.079, 0
0.081, 0.079 to 0.083, 0
0.086, 0.083 to 0.088, 0
0.090, 0.088 to 0.092, 0
0.094, 0.092 to 0.096, 0
0.099, 0.096 to 0.101, 1
0.103, 0.101 to 0.105, 2
0.107, 0.105 to 0.110, 5
0.112, 0.110 to 0.114, 4
0.116, 0.114 to 0.118, 8
0.121, 0.118 to 0.123, 1
0.125, 0.123 to 0.127, 1
0.129, 0.127 to 0.132, 2
0.134, 0.132 to 0.136, 2
0.138, 0.136 to 0.140, 0
0.143, 0.140 to 0.145, 2
0.147, 0.145 to 0.149, 2
0.151, 0.149 to 0.153, 4
0.156, 0.153 to 0.158, 6
0.160, 0.158 to 0.162, 2
0.164, 0.162 to 0.167, 2
0.169, 0.167 to 0.171, 2
0.173, 0.171 to 0.175, 1
0.178, 0.175 to 0.180, 1
0.182, 0.180 to 0.184, 0
0.186, 0.184 to 0.189, 1
0.191, 0.189 to 0.193, 1
0.195, 0.193 to 0.197, 0
0.200, 0.197 to 0.202, 0
0.204, 0.202 to 0.206, 0
0.208, 0.206 to 0.210, 0
0.213, 0.210 to 0.215, 0
0.217, 0.215 to 0.219, 2


Plate, 1
Well, 6
Count, 31
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Density (OD), Range, frequency
0.002, 0.000 to 0.003, 0
0.005, 0.003 to 0.007, 0
0.009, 0.007 to 0.010, 0
0.012, 0.010 to 0.014, 0
0.016, 0.014 to 0.017, 0
0.019, 0.017 to 0.021, 0
0.022, 0.021 to 0.024, 0
0.026, 0.024 to 0.028, 0
0.029, 0.028 to 0.031, 0
0.033, 0.031 to 0.035, 0
0.036, 0.035 to 0.038, 0
0.040, 0.038 to 0.041, 0
0.043, 0.041 to 0.045, 0
0.047, 0.045 to 0.048, 0
0.050, 0.048 to 0.052, 0
0.054, 0.052 to 0.055, 0
0.057, 0.055 to 0.059, 0
0.061, 0.059 to 0.062, 0
0.064, 0.062 to 0.066, 0
0.067, 0.066 to 0.069, 0
0.071, 0.069 to 0.073, 0
0.074, 0.073 to 0.076, 1
0.078, 0.076 to 0.080, 1
0.081, 0.080 to 0.083, 0
0.085, 0.083 to 0.086, 2
0.088, 0.086 to 0.090, 1
0.092, 0.090 to 0.093, 1
0.095, 0.093 to 0.097, 2
0.099, 0.097 to 0.100, 5
0.102, 0.100 to 0.104, 1
0.105, 0.104 to 0.107, 1
0.109, 0.107 to 0.111, 3
0.112, 0.111 to 0.114, 1
0.116, 0.114 to 0.118, 1
0.119, 0.118 to 0.121, 0
0.123, 0.121 to 0.124, 0
0.126, 0.124 to 0.128, 2
0.130, 0.128 to 0.131, 1
0.133, 0.131 to 0.135, 1
0.137, 0.135 to 0.138, 1
0.140, 0.138 to 0.142, 1
0.143, 0.142 to 0.145, 1
0.147, 0.145 to 0.149, 1
0.150, 0.149 to 0.152, 0
0.154, 0.152 to 0.156, 0
0.157, 0.156 to 0.159, 1
0.161, 0.159 to 0.162, 1
0.164, 0.162 to 0.166, 0
0.168, 0.166 to 0.169, 0
0.171, 0.169 to 0.173, 1




ADDITIONAL INFO
Read-date:	07-02-2020
Read-time:	18:27:10
Plate type:	6-Well
Resolution settings:	300 dpi
Mask Settings File:	Tao_PEO1.mask
Image file: C:\Users\Public\Documents\GelCount\Data\Data_07-02-20_18-15\Plate1\Plate1.ics


